,question,business,answer,similarity,execution_time_in_sec,human_rating
1423,Do you have gluten free pizza / items?,Secret Pizza,The pizza is absolutely delicious (bonus- they have white pizzas and will even make you a custom pizza if you can wait 20 minutes).,0.7643895070814539,2.1113207340240483,
1424,Do you have gluten free pizza / items?,Secret Pizza,"You pick your pre-made pizza slice, add any toppings and they reheat for you- exactly like pizza my heart.",0.7623258764504446,2.1113207340240483,
1425,Do you have gluten free pizza?,Secret Pizza,You eat the pizza here because you can.,0.8046139706844558,2.166210412979126,
1426,Do you have gluten free pizza?,Secret Pizza,They have already made pizzas you can choose from or you Can order a whole pizza.,0.7892726256741283,2.166210412979126,
1427,Do you have gluten free pizza?,Secret Pizza,It seems you may need to custom order your pizza if you don't want pepperoni or just cheese.,0.7777319767056743,2.166210412979126,
1428,Do you have gluten free pizza?,Secret Pizza,"You pick your pre-made pizza slice, add any toppings and they reheat for you- exactly like pizza my heart.",0.7688858999170939,2.166210412979126,
1429,Do you have gluten free pizza?,Secret Pizza,"You can probably compare my palate for pizza to pure vanilla; I'll eat any toppings, eat any style crust, order delivery or sit in a restaurant...in the end, most of it is just pizza to me.",0.7656347160274892,2.166210412979126,
1430,Do you have high chairs or booster seats for the little ones?,Wicked Spoon,"They do not seat you by the order you come in even tho they should, they seat you as first come first serve in the seating line.",0.8143949087709604,3.837060213088989,
1431,Do you have high chairs or booster seats for the little ones?,Wicked Spoon,"If you only have two people in your party, but tables with four or more chairs are all that is left, most places will make you wait until a table for two opens up.",0.7902334385338806,3.837060213088989,
1432,Do you have high chairs or booster seats for the little ones?,Wicked Spoon,If you want to decrease your wait time have someone else from you party stand in the seating line while you are in the check in line because there is a huge flaw in there seating order line.,0.7901838682839796,3.837060213088989,
1433,Do you have high chairs or booster seats for the little ones?,Wicked Spoon,"You pay before you head in, it isn't cheap; but you come to realize that once you are inside, the food here, isn't in heated water trays, or in rows with people wearing ""Tweety"" shirts on.",0.7863602070108711,3.837060213088989,
1434,Do you have high chairs or booster seats for the little ones?,Wicked Spoon,"Dining Space;
-Yes there is some, so you won't have to bump into chairs or other people.",0.7748991161707655,3.837060213088989,
1435,Do you have the express lane during Christmas?,Bacchanal Buffet,Don't come to here during the holidays.,0.7956927634913249,4.436760902404785,
1436,Do you have the express lane during Christmas?,Bacchanal Buffet,"I guess you have the regular, prepaid and the express lane which charges more.",0.7819488071761045,4.436760902404785,
1437,Do you have the express lane during Christmas?,Bacchanal Buffet,When the line is long.. My hubby and I love how they have an express lane.,0.7586724757853103,4.436760902404785,
1438,Do you have the express lane during Christmas?,Bacchanal Buffet,"If you don't want to wait, you can just pay $15 to get into the express lane, but since I am a poor college student, my friends and I just waited.",0.7565556371252667,4.436760902404785,
1439,Do you have the express lane during Christmas?,Bacchanal Buffet,I had the opportunity to come to Bacchanal back in 2013 and didn't realize they had an express lane on my recent visit!!,0.7553029186936812,4.436760902404785,
1440,Do you have to have a reservation?,HEXX kitchen + bar,Do not have breakfast here.,0.7895026708096778,1.319117784500122,
1441,Do you have to have a reservation?,HEXX kitchen + bar,"If you do not want to wait, they do take reservations, which we recommend.",0.7676903047587543,1.319117784500122,
1442,Do you have to have a reservation?,HEXX kitchen + bar,"You have to wait for your food, so don't be in a rush.",0.7673901586713197,1.319117784500122,
1443,Do you have to have a reservation?,HEXX kitchen + bar,Don't have much to say unfortunately.,0.7564381475232975,1.319117784500122,
1444,Do you have to have a reservation?,HEXX kitchen + bar,I did have a mimosa and you can order unlimited mimosas for $23.,0.7560531535390691,1.319117784500122,
1445,"Do you have to pay for wifi?  I saw there was a ""surcharge"" for wifi and internet on their website.",Westgate Las Vegas Resort & Casino,Also don't pay for the wifi.,0.8565869522589725,1.5683884620666504,
1446,"Do you have to pay for wifi?  I saw there was a ""surcharge"" for wifi and internet on their website.",Westgate Las Vegas Resort & Casino,"They charged $30 for parking and another $30 for a resort fee, for wifi I dont use or a gym I didnt have time for....",0.8532723058392694,1.5683884620666504,
1447,"Do you have to pay for wifi?  I saw there was a ""surcharge"" for wifi and internet on their website.",Westgate Las Vegas Resort & Casino,"Wifi was free if you paid the resort fee, if the resort fee was waived for some reason then you have to pay for wifi.",0.8528138722802004,1.5683884620666504,
1448,"Do you have to pay for wifi?  I saw there was a ""surcharge"" for wifi and internet on their website.",Westgate Las Vegas Resort & Casino,You have to pay extra for wifi and there is no fridge.,0.8451315857574782,1.5683884620666504,
1449,"Do you have to pay for wifi?  I saw there was a ""surcharge"" for wifi and internet on their website.",Westgate Las Vegas Resort & Casino,They promised free wifi per room for 1 device (nope its $15 per day you'll see this when you try to connect to your wifi).,0.8387607860402764,1.5683884620666504,
1450,Do you have to pay to get to the top if you're having dinner?,Eiffel Tower,"If you're lucky, or if you plan it, you can get a table right across from the Bellagio and get to see the water show while enjoying your dinner.",0.9110709211261911,1.6511893272399902,
1451,Do you have to pay to get to the top if you're having dinner?,Eiffel Tower,"When you do they will respond and ask you if you have any preferences, whether or not you'll be celebrating anything and would like to know if you want win/champagne or even a rose on your table which is nice.",0.9019959601757042,1.6511893272399902,
1452,Do you have to pay to get to the top if you're having dinner?,Eiffel Tower,(Don't cheat yourself and get what you've paid for -- definitely get a table by the window with a view.,0.9018991523520772,1.6511893272399902,
1453,Do you have to pay to get to the top if you're having dinner?,Eiffel Tower,"If you're turning 21, you are already drunk, looking for dinner, and you're in a group with 12 other 21 year olds please don't go here.",0.9018750357045624,1.6511893272399902,
1454,Do you have to pay to get to the top if you're having dinner?,Eiffel Tower,"(if you're not paying)
I definitely wouldn't make it a point to come here if you'er vegan but if you'er in a group and not paying, I'd come.",0.8934253624100781,1.6511893272399902,
1455,Do you have to pay to go up to have a drink? What about dinner is there a separate fee to get to the restaurant/bar?,Eiffel Tower,If i were to do it again i would just go there for Drinks look around and Leave don't give this place your money.,0.8755252554640425,7.5570666790008545,
1456,Do you have to pay to go up to have a drink? What about dinner is there a separate fee to get to the restaurant/bar?,Eiffel Tower,"I also believe in "" you get what you pay for"" and this restaurant is no different.",0.8744381746601243,7.5570666790008545,
1457,Do you have to pay to go up to have a drink? What about dinner is there a separate fee to get to the restaurant/bar?,Eiffel Tower,I do recommend checking this place out for lunch if you don't want to spend as much on dinner.,0.8723897114618094,7.5570666790008545,
1458,Do you have to pay to go up to have a drink? What about dinner is there a separate fee to get to the restaurant/bar?,Eiffel Tower,"When you pay $400 for a dinner, you would expect at least a replacement pour or a complimentary dessert, but we were offered nothing.",0.8687744577080071,7.5570666790008545,
1459,Do you have to pay to go up to have a drink? What about dinner is there a separate fee to get to the restaurant/bar?,Eiffel Tower,"In the end, would you pay big money just for a view you can get from your hotel room if the food did not suit you?",0.8681890978233321,7.5570666790008545,
1460,Do you need to make a reservation?,Studio B Buffet,"Make sure you save half your stomach for dessert because when you get around to it, you're gonna wish you did!",0.7935923293618887,1.8657219409942627,
1461,Do you need to make a reservation?,Studio B Buffet,Do I really need to write one here??,0.7935504222788261,1.8657219409942627,
1462,Do you need to make a reservation?,Studio B Buffet,You just can't go wrong with this place when you need your buffet fix.,0.7926628856717575,1.8657219409942627,
1463,Do you need to make a reservation?,Studio B Buffet,You want some Kalhua or Amaretto with your espresso drink - you can ask for it here.,0.791581211947763,1.8657219409942627,
1464,Do you need to make a reservation?,Studio B Buffet,"Don't get me wrong, I love all you can eat places.",0.7890683859986275,1.8657219409942627,
1465,Do you offer gluten-free options on your dinner menu?,HEXX kitchen + bar,Don't order off the menu.,0.7960640226846041,5.076770782470703,
1466,Do you offer gluten-free options on your dinner menu?,HEXX kitchen + bar,Nice entertainment while you wait for your meal.,0.7665425992379772,5.076770782470703,
1467,Do you offer gluten-free options on your dinner menu?,HEXX kitchen + bar,Do yourself a favor and choose another restaurant.,0.7634037793199592,5.076770782470703,
1468,Do you offer gluten-free options on your dinner menu?,HEXX kitchen + bar,The brunch offered anything you could want.,0.7618987651671235,5.076770782470703,
1469,Do you offer gluten-free options on your dinner menu?,HEXX kitchen + bar,Now we did go during breakfast so maybe the lunch or dinner menu is better.,0.7549981641056949,5.076770782470703,
1470,"Do you offer traditional Chinese dishes like General Tso chicken, Sweet & Sour chicken, etc.?",Bacchanal Buffet,The herbal black chicken soup is a must because they taste great (only if you like traditional Chinese food)!,0.7959214404631882,4.3639488220214835,
1471,"Do you offer traditional Chinese dishes like General Tso chicken, Sweet & Sour chicken, etc.?",Bacchanal Buffet,"There was a Chinese food section with different types of chicken entrees, fried rice, chow mein, egg rolls, etc.",0.7788608927282039,4.3639488220214835,
1472,"Do you offer traditional Chinese dishes like General Tso chicken, Sweet & Sour chicken, etc.?",Bacchanal Buffet,"You can expect a variety of premium dishes:
-Authentic Chinese
-Mexican
-Beef/Meat cuts
-Seafood
-DESERTSSSSSSSEX (they had macarons, a gelato bar, creme brulee etc)
-Freshly Squeezed Carrot, Cucumber, Orange, Trop Juice
-Many More

I love this place.",0.7765624668931179,4.3639488220214835,
